description,date,invTime,total_latency
03d52f18-1ce1-11ea-9264-b827ebbb6c40,2019-12-12,17:43:34,0.2141721248626709
03d52f18-1ce1-11ea-9264-b827ebbb6c40,2019-12-12,17:54:35,0.7652733325958252
03d52f18-1ce1-11ea-9264-b827ebbb6c40,2019-12-12,18:00:35,0.22789502143859863
03d52f18-1ce1-11ea-9264-b827ebbb6c40,2019-12-12,18:07:35,0.24515628814697266
03d52f18-1ce1-11ea-9264-b827ebbb6c40,2019-12-12,18:15:36,0.2231757640838623
03d52f18-1ce1-11ea-9264-b827ebbb6c40,2019-12-12,18:24:37,0.21175479888916016
03d52f18-1ce1-11ea-9264-b827ebbb6c40,2019-12-12,18:34:38,0.22007107734680176
03d52f18-1ce1-11ea-9264-b827ebbb6c40,2019-12-12,18:45:38,0.7201800346374512
03d52f18-1ce1-11ea-9264-b827ebbb6c40,2019-12-12,18:51:39,0.2774484157562256
03d52f18-1ce1-11ea-9264-b827ebbb6c40,2019-12-12,18:58:39,0.24429798126220703
03d52f18-1ce1-11ea-9264-b827ebbb6c40,2019-12-12,19:06:40,0.22063994407653809
03d52f18-1ce1-11ea-9264-b827ebbb6c40,2019-12-12,19:15:40,0.2156383991241455
03d52f18-1ce1-11ea-9264-b827ebbb6c40,2019-12-12,19:25:40,0.2432548999786377
03d52f18-1ce1-11ea-9264-b827ebbb6c40,2019-12-12,19:36:42,0.7349367141723633
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-12,20:25:11,0.7172188758850098
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-12,20:27:13,0.22478389739990234
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-12,20:31:14,0.21322917938232422
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-12,20:37:14,0.22906780242919922
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-12,20:45:14,0.2339928150177002
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-12,20:55:15,0.22763848304748535
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-12,21:07:16,0.7474911212921143
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-12,21:14:16,0.22908616065979004
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-12,21:23:16,0.2505924701690674
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-12,21:34:17,0.7392423152923584
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-12,21:40:18,0.21885299682617188
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-12,21:48:18,0.2408924102783203
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-12,21:58:18,0.19264912605285645
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-12,22:10:19,0.7297906875610352
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-12,22:17:19,0.22315740585327148
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-12,22:26:20,0.2315995693206787
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-12,22:37:21,0.7380173206329346
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-12,22:43:23,0.24471592903137207
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-12,22:51:24,0.22063231468200684
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-12,23:01:24,0.2321615219116211
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-12,23:13:25,0.7388608455657959
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-12,23:25:28,0.7596144676208496
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-12,23:31:29,0.23067164421081543
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-12,23:38:29,0.22719454765319824
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-12,23:46:29,0.2409191131591797
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-12,23:55:30,0.24814295768737793
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-13,00:05:31,0.24680042266845703
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-13,00:16:32,0.7225871086120605
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-13,00:22:32,0.21190237998962402
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-13,00:29:33,0.25917696952819824
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-13,00:37:33,0.2479240894317627
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-13,00:46:34,0.21323728561401367
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-13,00:56:34,0.22691941261291504
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-13,01:07:35,0.7361412048339844
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-13,01:13:35,0.2417750358581543
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-13,01:20:35,0.25092077255249023
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-13,01:28:36,0.22948503494262695
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-13,01:37:36,0.20280241966247559
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-13,01:47:36,0.22722411155700684
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-13,01:58:37,0.7041935920715332
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-13,02:04:37,0.21787333488464355
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-13,02:11:38,0.2501189708709717
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-13,02:19:39,0.2124347686767578
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-13,02:28:39,0.23928284645080566
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-13,02:38:40,0.22631049156188965
7ef34810-1d1d-11ea-9ee2-b827ebbb6c40,2019-12-13,02:49:40,0.7027549743652344
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,09:30:00,0.756298303604126
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,09:32:03,0.2428884506225586
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,09:36:03,0.2223072052001953
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,09:42:03,0.20565438270568848
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,09:50:04,0.2398078441619873
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,10:00:04,0.2166745662689209
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,10:12:05,0.7464303970336914
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,10:19:05,0.23608636856079102
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,10:28:06,0.21074748039245605
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,10:39:06,0.7458963394165039
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,10:45:07,0.21845507621765137
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,10:53:07,0.235809326171875
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,11:03:08,0.2408914566040039
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,11:15:08,0.7207341194152832
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,11:22:09,0.2158970832824707
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,11:31:09,0.25622105598449707
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,11:42:10,0.743985652923584
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,11:48:10,0.21711206436157227
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,11:56:11,0.25466108322143555
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,12:06:11,0.23489856719970703
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,12:18:13,0.7749843597412109
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,12:30:14,0.750253438949585
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,12:36:14,0.2571101188659668
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,12:43:14,0.23079657554626465
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,12:51:15,0.23017191886901855
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,13:00:15,0.22882342338562012
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,13:10:15,0.21155905723571777
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,13:21:16,0.7269382476806641
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,13:27:17,0.23280882835388184
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,13:34:17,0.23189377784729004
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,13:42:17,0.20157408714294434
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,13:51:18,0.22255682945251465
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,14:01:18,0.2271871566772461
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,14:12:19,0.7202050685882568
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,14:18:19,0.2508242130279541
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,14:25:20,0.23097825050354004
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,14:33:20,0.25337982177734375
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,14:42:21,0.2444307804107666
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,14:52:22,0.21523618698120117
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,15:03:22,0.7550356388092041
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,15:09:23,0.24947142601013184
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,15:16:23,0.22053003311157227
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,15:24:24,0.2448427677154541
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,15:33:24,0.2461717128753662
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,15:43:24,0.23395681381225586
22596a94-1d8b-11ea-93c6-b827ebbb6c40,2019-12-13,15:54:25,0.7304832935333252
30cf291c-1e60-11ea-8d9e-b827ebbb6c40,2019-12-14,10:55:08,0.7475864887237549
30cf291c-1e60-11ea-8d9e-b827ebbb6c40,2019-12-14,10:57:10,0.20902371406555176
30cf291c-1e60-11ea-8d9e-b827ebbb6c40,2019-12-14,11:01:10,0.23984432220458984
30cf291c-1e60-11ea-8d9e-b827ebbb6c40,2019-12-14,11:07:10,0.24756574630737305
30cf291c-1e60-11ea-8d9e-b827ebbb6c40,2019-12-14,11:15:11,0.22672176361083984
30cf291c-1e60-11ea-8d9e-b827ebbb6c40,2019-12-14,11:25:11,0.2589244842529297
30cf291c-1e60-11ea-8d9e-b827ebbb6c40,2019-12-14,11:37:12,0.7203538417816162
30cf291c-1e60-11ea-8d9e-b827ebbb6c40,2019-12-14,11:44:12,0.24754595756530762
30cf291c-1e60-11ea-8d9e-b827ebbb6c40,2019-12-14,11:53:13,0.23327040672302246
30cf291c-1e60-11ea-8d9e-b827ebbb6c40,2019-12-14,12:04:13,0.7617397308349609
30cf291c-1e60-11ea-8d9e-b827ebbb6c40,2019-12-14,12:10:14,0.23561954498291016
30cf291c-1e60-11ea-8d9e-b827ebbb6c40,2019-12-14,12:18:15,0.21879982948303223
30cf291c-1e60-11ea-8d9e-b827ebbb6c40,2019-12-14,12:28:16,0.2094411849975586
30cf291c-1e60-11ea-8d9e-b827ebbb6c40,2019-12-14,12:40:17,0.7019696235656738
30cf291c-1e60-11ea-8d9e-b827ebbb6c40,2019-12-14,12:47:18,0.24815869331359863
30cf291c-1e60-11ea-8d9e-b827ebbb6c40,2019-12-14,12:56:18,0.23396730422973633
30cf291c-1e60-11ea-8d9e-b827ebbb6c40,2019-12-14,13:07:19,0.730217695236206
30cf291c-1e60-11ea-8d9e-b827ebbb6c40,2019-12-14,13:13:19,0.22532987594604492
30cf291c-1e60-11ea-8d9e-b827ebbb6c40,2019-12-14,13:21:19,0.23261308670043945
30cf291c-1e60-11ea-8d9e-b827ebbb6c40,2019-12-14,13:31:20,0.2233724594116211
30cf291c-1e60-11ea-8d9e-b827ebbb6c40,2019-12-14,13:43:21,0.7111930847167969
30cf291c-1e60-11ea-8d9e-b827ebbb6c40,2019-12-14,13:55:22,0.710111141204834
30cf291c-1e60-11ea-8d9e-b827ebbb6c40,2019-12-14,14:01:23,0.2280254364013672
30cf291c-1e60-11ea-8d9e-b827ebbb6c40,2019-12-14,14:08:23,0.2294754981994629
30cf291c-1e60-11ea-8d9e-b827ebbb6c40,2019-12-14,14:16:23,0.22972536087036133
30cf291c-1e60-11ea-8d9e-b827ebbb6c40,2019-12-14,14:25:24,0.23882603645324707
30cf291c-1e60-11ea-8d9e-b827ebbb6c40,2019-12-14,14:35:24,0.2324368953704834
30cf291c-1e60-11ea-8d9e-b827ebbb6c40,2019-12-14,14:46:25,0.7541465759277344
